id,title,vegetarian,vegan,dairyFree,veryHealthy,veryPopular,lowFodmap,ketogenic,image,aggregateLikes,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,calories,Fat_g,Saturated Fat_g,Carbohydrates_g,Sugar_g,Cholesterol_mg,Sodium_mg,Protein_g,Vitamin B3_mg,Iron_mg,Vitamin B2_mg,Calcium_mg,Vitamin B1_mg,Potassium_mg,Zinc_mg,Magnesium_mg,Vitamin B12_µg,Vitamin B5_mg,Vitamin E_mg,Fiber_g,Vitamin A_IU,Vitamin C_mg,Alcohol_g
58,Roasted Peppers With Anchovies,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/58-556x370.jpg,0,43,3.58,75,21.42,snack,"bell peppers,fresh flat-leaf parsley,garlic clove,olive oil,olive oil,red wine vinegar,salt",112.71,9.47,1.29,6.09,4.14,0,198.56,1.02,0.98,0.54,0.08,0,0.05,214.04,0.26,12.36,0,0.32,2.88,2.1,3144.95,126.77,0
59,Pasta With Tonnato And Tomato,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/59-556x370.jpg,2,21,17.67,30.91,51.42,"lunch,main_dish,dinner","anchovies,capers,dijon mustard,fresh parsley,heirloom tomatoes,lemon juice,mayonnaise,pasta,salt,tuna",560.27,19.16,3.07,71.74,5.03,31.74,618.73,24.65,8.24,2.66,0.14,48.34,0.14,516.31,1.93,74.58,1.49,0.63,1.5,4.06,790.36,15.67,0
60,Grilled Broccoli with Anchovy Dressing,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/60-556x370.jpg,0,90,10.67,65.03,24.3,snack,"broccoli,lemon juice,oil packed tuna,olive oil,rosemary,salt and pepper",243.23,19.04,2.61,16.01,4.2,0.36,276.22,7.03,1.71,1.8,0.27,108.18,0.17,735.16,0.96,49.1,0,1.32,4.39,5.94,1415.81,207.56,0
61,"Balsamic, Caper, And Anchovy Marinade",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/61-556x370.jpg,0,13,2.02,87.36,10.62,snack,"anchovies,balsamic vinegar,black peppercorns,capers,coarse salt,fresh flat-leaf parsley,lemon juice,lemon zest,olive oil,red onion",731.78,72.94,10.2,19.94,9.09,4.8,2593.18,3.8,1.57,2.63,0.08,90.54,0.07,365.43,0.55,35.1,0,0.34,10.73,3.64,1311.3,55.74,0
62,Egg-Free Avocado Caesar Salad,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/62-556x370.jpg,2,100,11.33,45.35,43.32,salad,"anchovy paste,avocado,bell pepper,croutons,dijon mustard,garlic cloves,lemon juice,lime wedge,romaine lettuce,sea salt,water,unrefined",102.95,5.64,0.81,12.13,4.74,0.85,256.75,3.17,1.9,1.63,0.18,49.01,0.15,592.59,0.69,35.09,0,0.88,2.05,6.11,11470.35,104.98,0
63,Broccoli  Burrata,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/63-556x370.jpg,0,76,7.1,72.85,20.05,snack,"anchovy,broccoli,burrata,capers,chili,garlic,lemon,olive oil,olive oil,onion,pepper,rosemary,salt,thyme",597.94,51.89,7.23,32.14,9.26,2.76,636.54,11.37,3,3.86,0.43,193.97,0.28,1199.37,1.56,86.3,0,1.98,9.92,11.09,2240.03,338.93,0
64,"Sautéed Shrimp with Green Olives, Scallions and Anchovies",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/64-556x370.jpg,0,8,44.2,51.73,4.07,"lunch,main_dish,dinner","anchovy fillets,dry white wine,garlic cloves,greek olives,lemon juice,olive oil,salt and pepper,scallions,shrimp,butter",267.55,14.77,2.99,2.61,0.63,340.81,1416.51,28.39,1.44,3.36,0.05,220.49,0.03,188.58,2.76,51.53,1.01,0.25,3.38,0.87,273.92,9.99,1.03
65,Pasta Puttanesca,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/65-556x370.jpg,6,60,14.34,18.55,67.11,"lunch,main_dish,dinner","anchovy fillets,canned tomatoes,capers,fresh basil leaves,garlic,kalamata olive,olive oil,parmigiano reggiano cheese,pepper,red pepper flakes,short pasta,tomato paste",608.31,12.75,1.96,103.82,12.92,8.67,781.15,22.18,6.74,5.2,0.24,146.46,0.28,1015.91,2.56,116.75,0.09,1.2,4.77,8.72,799.73,22.68,0
66,Egg and Anchovy Crostini,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/66-556x370.jpg,0,18,17.12,29.95,52.93,snack,"anchovy,baguette,chive,eggs,flat-leaf parsley,lemon,olive oil,bell pepper,sea salt",284.01,9.39,2.15,37.33,4.13,123.47,634.44,12.07,4.64,3.15,0.42,89.32,0.36,327.07,1.3,34.82,0.33,1.05,2.27,3.68,2628.71,104.06,0
67,Greek Salad Skewers with Anchovy Aioli,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/67-556x370.jpg,0,0,9.35,81.08,9.57,salad,"cherry tomatoes,cucumber,feta cheese,garlic clove,mayonnaise,oil packed tuna,olive oil,red wine vinegar",49.25,4.49,1.42,1.19,0.87,6.92,92.41,1.16,0,0.19,0.06,34.72,0.02,55.22,0.23,0,0.11,0.11,0.32,0,118.59,4.21,0
68,Spaghetti with Anchovies and Breadcrumbs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/68-556x370.jpg,0,7,15.35,19.05,65.6,snack,"black pepper,canned anchovy,crushed red pepper,extravirgin olive oil,fat-free less-sodium chicken broth,fresh parsley,garlic,italian bread,parmesan cheese,salt,spaghetti",368.35,7.7,3.01,59.67,3.61,6.85,466.25,13.96,1.76,1.31,0.09,133.02,0.08,207.05,1.38,46.48,0.16,0.41,0.53,2.7,180.1,1.12,0
69,Salad with Parmigiano-Reggiano and anchovy dressing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/69-556x370.jpg,20,36,7.94,79.9,12.16,salad,"anchovy,anchovy,arugula,black pepper,butter,cooking oil,food dye,frisee,garlic clove,green grams,kosher salt,kosher salt,lemon juice,olive oil,parmigiano reggiano,parmigiano reggiano,red belgian endive,red wine vinegar,salad mix,salad mix,salad mix,salad mix,salad mix,salad mix,sourdough starter,copyright,don bartletti / los angeles times,education,entertainment,loading,local,most popular,nancy silverton leads a master class in salads,opinion,place an ad,privacy policy,sports,state primary,total time: minutes,© 2016,°",475.56,43.81,6.1,15.01,1.28,9.99,702.78,9.79,3.1,3.24,0.27,247.12,0.16,936.49,1.36,72.77,0.14,1.32,7.94,4.45,7115.41,78.09,0
70,Anchovy and olive bruschetta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/70-556x370.jpg,1,25,22.83,46.47,30.7,"lunch,main_dish,dinner","anchovies in olive oil,black olives,dried herbs,extra virgin olive oil,garlic clove,herbs,italian bread,lamb rack,london broil,mozzarella cheese,olive,ready-to-serve Asian fried rice,salt and pepper,toast bread,tomato ,in,season,the same side of each,these salty canapés are ideal",1075.04,55.14,20.64,81.95,21.73,139.41,2332.48,60.95,19.45,6.82,0.54,270.05,0.39,1074.02,9.21,77.08,3.09,1.4,4.26,5.43,1970.08,2.64,0
71,Fried Green Tomatoes with Anchovy and Lemon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/71-556x370.jpg,0,15,11.14,46.72,42.14,snack,"anchovy fillets,bread crumbs,cayenne pepper,eggs,flour,green tomatoes,kosher salt,lemon wedges,olive oil,water",319.55,16.9,2.75,34.3,8.58,55.13,390.04,9.07,3.68,3,0.29,87.2,0.43,445.96,0.82,33.9,0.25,1.28,2.8,3.34,1196.79,40.38,0
72,Chicken Caesar Salad,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/72-556x370.jpg,20,2,3.21,94.61,2.18,salad,"dijon mustard,egg,garlic clove,lemon juice,oil packed tuna,olive oil,worcestershire ",533.4,57.04,8.41,2.96,0.84,110.14,105.03,4.36,0.21,1.09,0.15,28.21,0.03,98.33,0.45,7.12,0.29,0.5,8.1,0,165.71,7.17,0
73,Tomatoes With Anchovy Dressing,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/73-556x370.jpg,0,4,3.37,95.42,1.21,snack,"anchovy,extra virgin olive oil,flat-leaf parsley,garlic,olive oil,salt and pepper,yellow tomatoes",132.3,14.26,2,0.4,0.02,3,200.75,1.13,0.74,0.38,0,11.84,0,36,0,0,0,0,2.05,0,171.05,2.98,0
74,Salsa Verde,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/74-556x370.jpg,1,13,1.8,96.26,1.94,snack,"anchovies,capers,extra virgin olive oil,fresh parsley,garlic,red pepper flakes,white wine vinegar",503.16,54.75,7.63,2.48,0.22,4.8,156.91,2.31,1.45,1.34,0.05,32.35,0.02,111.82,0.32,10.93,0,0.1,8.63,1.02,939.75,6.52,0
75,Spaghetti with Fried Capers and Anchovies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/75-556x370.jpg,0,40,8.86,45.27,45.87,"lunch,main_dish,dinner","anchovy,capers,crushed red pepper,flat-leaf parsley,garlic clove,lemon juice,lemon zest,olive oil,olive oil,spaghetti",758.72,38.31,5.43,87.35,3.46,3.6,628.08,16.88,3.06,2.78,0.13,56.74,0.12,344.53,1.88,74.76,0,0.58,5.68,4.86,740.38,15.99,0
76,White Anchovy and Crisp Pita Bread Salad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/76-556x370.jpg,0,1,6.32,85.87,7.81,snack,"anchovies,belgian endives,garlic clove,olive oil,pita breads,salt and pepper,shallot,sour cream,butter,white balsamic vinegar",247.05,23.99,12.8,4.91,2.65,59.73,247.85,3.97,1.81,0.69,0.12,79.35,0.05,197.32,0.47,14.52,0.22,0.3,1.09,1.05,632.53,1.86,0
77,Burrata Salad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/77-556x370.jpg,0,39,10.08,53.9,36.02,salad,"anchovies,bay leaves,buffalo mozzarella,cauliflower,chilies,fresh ginger,garlic,lemon juice,olive oil,red bell pepper,red onion,thyme,tomato,white balsamic vinegar,whole black pepper",100.8,6.44,1.23,9.68,4.49,2.76,35.15,2.71,0.78,0.87,0.07,98.81,0.06,322.86,0.31,20.59,0,0.51,1.12,2.28,559.78,71.88,0
78,"Pickled Pepper, Anchovy  Egg Sandwich On Rye",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/78-556x370.jpg,11,16,19.75,26.75,53.5,snack,"anchovy fillets,fresh parsley,hard-boiled eggs,pepper,rye bread,shallot",256.86,7.56,2.07,34.02,4.03,187.7,452.72,12.56,2.8,2.79,0.48,84.26,0.32,236.38,1.37,35.9,0.57,1.04,0.76,4.3,437.2,3.92,0
79,Cook the Book: Artichokes Basted with Anchovy Butter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/79-556x370.jpg,0,6,8.1,64.53,27.37,snack,"anchovy,artichokes,flat-leaf parsley,fleur de sel,garlic cloves,ground pepper,kosher salt,lemon juice,lemons,butter,vegetable oil",237.71,18.75,12.93,17.89,2.36,31.68,513.6,5.29,1.7,2.11,0.11,78.6,0.11,559.28,0.73,82.82,0,0.56,0.92,8.19,540.27,39.89,0
80,Sautéed Radicchio,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/80-556x370.jpg,0,39,4.63,77.46,17.91,snack,"black pepper,garlic,kosher salt,olive oil,oregano,radicchio,red wine vinegar",200.36,18.03,2.56,9.38,1.01,0,323.59,2.43,0.55,2.43,0.06,93.2,0.03,481.03,0.99,29.71,0,0.42,6.41,3.01,106.59,11.56,0
81,Oven Puttanesca,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/81-556x370.jpg,1,92,9.23,44.63,46.14,"lunch,main_dish,dinner","anchovy,capers,garlic,kalamata olives,kosher salt,olive oil,pasta,red pepper flakes,tomatoes",1296.94,65.32,9.19,151.94,17.94,7.2,1292.57,30.41,7.86,4.98,0.27,151.01,0.37,1671.19,3.65,161.85,0.07,1.32,12.87,13.75,4595.08,70.74,0
82,"Roasted Brussels Sprouts With Capers, Walnuts And Anchovies",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/82-556x370.jpg,9,96,9.59,67.76,22.65,"lunch,main_dish,dinner","anchovies,brussels sprouts,capers,garlic cloves,grainy mustard,honey,olive oil,red wine vinegar,salt and pepper,shallots,walnuts",611.24,49.2,6.24,36.99,14.34,6.8,444.4,15.67,3.97,5.4,0.32,165.1,0.48,1258.97,2.17,110.32,0.07,1.1,7.33,12.52,2071.66,233.16,0
83,Labneh With Chilli And Anchovy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/83-556x370.jpg,8,17,44.33,20.93,34.74,"lunch,main_dish,dinner","anchovy fillets,bell pepper,bread,chilli,juice of lemon,low fat greek yoghurt,parsley leaves,salt",505.6,11.62,6.32,43.4,27.6,31.4,1524.96,55.38,3.54,1.98,0.19,644.04,0.21,389.61,0.72,35.24,0,0.61,1.59,3.49,3138.7,166.99,0
84,Lightened-up Chicken Caesar Platter,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/84-556x370.jpg,3,67,37.3,56.51,6.19,"lunch,main_dish,dinner","anchovy,chicken breasts,dijon mustard,fat-free mayonnaise,garlic clove,hearts of romaine,juice of lemon,olive oil,parmesan cheese,tomatoes,worcestershire ",1141.35,71.46,12.79,17.59,7.86,303.77,1024.51,106.13,48.98,4.85,0.69,301.11,0.52,2504.97,3.84,171.15,1.11,6.99,9.43,6.36,20566.35,37.42,0
85,Pasta With Anchovy Bread Crumb Topping,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/85-556x370.jpg,4,20,15.1,30.16,54.74,"lunch,main_dish,dinner","anchovies,cherry tomatoes,fresh parsley,garlic,olive oil,oregano,parmesan,pasta,rustic bread,salt and pepper,shallot",650.02,21.79,9.47,88.97,13.9,18.3,673.73,24.54,4.21,3.88,0.21,346.75,0.18,643.1,2.32,83.72,0.3,0.74,2.12,5.77,1007.27,33.68,0
86,Shrimp and Pasta Puttanesca,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/86-556x370.jpg,0,27,24.65,17.36,57.99,,"black pepper,capers,kalamata olives,linguine,marinara ,olive oil,shrimp",662.45,12.74,1.82,95.79,11.01,285.76,2330.55,40.72,4.44,5.98,0.21,227.16,0.16,967.08,4.21,130.99,0.84,1.23,5.73,7.36,902.2,17.68,0
87,"Winter Greens, Asiago, and Anchovy Pizza",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/87-556x370.jpg,0,36,19.86,25.23,54.91,"lunch,main_dish,dinner","asiago cheese,baby spinach,canned anchovy,crushed red pepper,garlic cloves,part-skim mozzarella cheese,pizza crust,raisins,red onion,salt,turnip greens",373.14,10.63,6.18,52.07,3.53,23.67,936.37,18.84,0.73,3.52,0.22,504.99,0.09,419.86,1.29,47.38,0.35,0.3,1.58,4.21,6351.09,31.51,0
88,"Pappardelle with Zucchini, Anchovies and Mint",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/88-556x370.jpg,0,16,15.33,29.19,55.48,"lunch,main_dish,dinner","anchovies,chives,coarse sea salt,crushed red pepper,garlic cloves,lemon wedges,mint,olive oil,pappardelle,zucchini",419.01,13.68,2.48,58.52,4.33,74.84,240.91,16.18,4.81,2.69,0.23,82.23,0.2,577.6,2.19,74.64,0.34,1.07,1.85,3.9,431.41,22.63,0
89,Wheat Noodles with Anchovy : Bigoli en Salsa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/89-556x370.jpeg,2,48,13.39,36.23,50.38,"lunch,main_dish,dinner","eggs,milk,olive oil,onion,parsley,salted anchovies,whole wheat flour",703.18,29.57,5.41,92.52,3.6,166.73,695.48,24.59,6.41,7.04,0.49,145.77,0.67,734.83,4.15,189.73,0.53,1.66,4.57,14.25,2699.2,39.94,0
90,Tuna Caper Dip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/90-556x370.jpg,5,38,42.67,52.23,5.1,,"anchovies,canned tuna,capers,coarse salt,fresh parsley leaves,lemon juice,red pepper flakes,sour cream",288.05,17.05,9.26,3.75,2.49,95.7,734.41,31.34,15.81,3.72,0.29,143.24,0.09,484.31,1.59,52.82,3.88,0.59,1.04,0.67,1861.5,22.75,0
91,Puttanesca Baked Cod,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/91-556x370.jpg,0,100,39.72,40.96,19.32,"lunch,main_dish,dinner","anchovies in olive oil,capers,cod,garlic cloves,olive oil,olives,red pepper flakes,tomatoes",709.13,33.04,4.77,35.06,21.22,156.48,1604.97,72.1,14.34,4.59,0.44,199.89,0.58,3400.12,3.29,213.9,3.2,1.39,11.71,11.45,6972.03,114.39,0
92,Alex's Anchovy Bucatini,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/92-556x370.jpeg,0,22,13.14,42.33,44.53,"lunch,main_dish,dinner","bucatini pasta,canned anchovy fillets,garlic cloves,italian bread,olive oil,parmigiano reggiano,parsley leaves,red chili flakes,roasted red bell peppers,salt,sweet onion",923.37,43.35,10.92,102.6,11.74,32.6,2009.32,30.26,8.93,4.32,0.26,277.56,0.2,616.82,2.92,100.37,0.4,0.91,5.26,5.51,787.16,26.48,0
94,"Onion, Anchovy And Olive Tart",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/94-556x370.jpg,94,17,6.65,60.08,33.27,snack,"anchovy,balsamic vinegar,black olives,brown onions,brown sugar,olive oil,oregano leaves,parmesan,puff pastry",733.07,49.48,11.69,61.64,10.82,8.8,463.2,12.33,5.48,4.12,0.36,162.5,0.45,345.11,1.1,43.55,0.12,0.28,2.88,5.08,122.92,10.23,0
95,Springtime Asparagus Pizza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/95-556x370.jpg,0,4,20.97,34.45,44.58,snack,"asparagus,chili flakes,goat cheese,lemon zest,oil-packed anchovies,pizza dough,shredded mozzarella",143.47,5.59,3.13,16.28,2.72,14.02,380.13,7.66,0.65,1.82,0.12,77.53,0.06,82.56,0.6,9.17,0.26,0.18,0.45,1.19,423.46,2.44,0
96,Anchovy and Roasted-Pepper Salad with Goat Cheese,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/96-556x370.jpg,0,15,17.21,50.48,32.31,snack,"bread,capers,garlic clove,goat cheese,oil packed tuna,olive oil,olives,red bell peppers,red wine vinegar,rosemary,yellow bell peppers",263.87,15.02,6.57,21.63,4.39,17.57,469.35,11.52,3.07,2.37,0.29,108.18,0.21,316.7,0.95,35.11,0.09,0.77,1.94,3.2,2257.86,183.93,0
97,Farmers’ Pasta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/97-556x370.jpg,22,29,20.04,46.73,33.23,"lunch,main_dish,dinner","anchovy,dried bay leaves,edam cheese,flour,fresh basil leaves,fresh flat-leaf parsley,garlic,manchego cheese,mozzarella cheese,nutmeg,olive oil,parmigiano reggiano cheese,penne rigate,sea-salt,whole milk",710.71,36.64,19.34,58.63,13.04,90.23,985.57,35.36,1.89,1.76,0.62,922.95,0.22,530.26,3.56,73.67,1.88,1.26,1.36,2.16,1287.95,5.86,0
98,The Secret Ingredient (anchovy): Green Caesar Salad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/98-556x370.jpg,3,38,10.63,71.75,17.62,salad,"anchovy filets,baby spinach,baguette,dijon mustard,egg yolk,extra virgin olive oil,garlic,lemon juice,pepper,romaine,romano cheese,worcestershire ",864.85,69.75,14.38,38.54,2.31,235.7,929.27,23.26,6.56,5.05,0.52,427.99,0.46,509.83,2.37,75.38,0.78,1.19,9.34,3.58,5641.53,22.05,0
100,Pan-Seared Skirt Steak with Anchovies and Lime,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/100-556x370.jpg,0,24,36.79,62.25,0.96,"lunch,main_dish,dinner","canned anchovy fillets,garlic clove,kosher salt,lime juice,olive oil,scallions,steaks,water",418.48,28.95,11.5,1,0.21,115.81,804.18,38.49,11.19,3.71,0.46,51.62,0.17,557,9.11,47.35,2.95,0.14,1.02,0,92.95,2.49,0
101,Roasted Tomato Spaghetti,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/101-556x370.jpg,0,68,12.39,21.07,66.54,"lunch,main_dish,dinner","anchovy,canned tomatoes,fresh parsley,garlic cloves,kalamata olives,olive oil,oregano,red onion,red pepper flakes,spaghetti",620.49,14.76,2.15,104.9,13.6,1.8,454.59,19.54,4.95,4.75,0.2,127.85,0.28,943.33,2.34,109.73,0,1.14,4.77,8.88,724.55,24.83,0
102,Crispy Potato Salad With Chimichurri ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/102-556x370.jpg,9,100,11.21,45.9,42.89,salad,"anchovy,celery leaves,celery stalk,crushed red pepper,fresh basil,garlic cloves,lemon juice,olive oil,parsley,potatoes,salt,tomatillo",542.14,28.72,4.12,60.4,2.96,8.4,338.68,15.79,7.39,16.45,0.29,239.72,0.16,2274.4,2.25,135.84,0.09,1.77,4.55,13.44,2819.86,91.65,0
103,"Balsamic, Caper, And Anchovy Marinade",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/103-556x370.jpg,0,1,2.02,87.36,10.62,appetizers,"anchovies,balsamic vinegar,black peppercorns,capers,coarse salt,fresh flat-leaf parsley,lemon juice,lemon zest,olive oil,red onion",30.49,3.04,0.42,0.83,0.38,0.2,108.05,0.16,0,0,0,0,0,0,0,0,0,0,0.45,0,54.64,2.32,0
104,"broccoli With Anchovies, Currants toasted Breadcrumbs",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/104-556x370.jpg,0,31,13.69,27.82,58.49,"lunch,main_dish,dinner","broccoli,breadcrumbs,currants,extra virgin olive oil,garlic,juice of lemon,kosher salt,oil-packed anchovies,red pepper flakes",522.5,16.82,2.55,79.57,44.25,10.2,916.13,18.62,5.12,5.99,0.24,313.37,0.37,630.71,1.11,43.98,0.2,0.32,2.6,8.1,4619.21,240.83,0
105,Radish And Escarole Salad With Anchovy Vinaigrette,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,https://spoonacular.com/recipeImages/105-556x370.jpg,6,27,3.21,91.48,5.31,snack,"anchovies,escarole,olive oil,radishes,red wine vinegar,salt and pepper",171.25,17.77,2.49,2.32,0.37,1.8,214.96,1.4,0.68,0.73,0.05,37.42,0.05,219.63,0.53,11.15,0,0.55,2.78,1.94,1221.31,5.53,0
106,Bagna Cauda (piedmontese Warm Garlic-anchovy Dip),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/106-556x370.jpg,38,46,11.39,46.56,42.05,,"anchovy,bell pepper,blanched almonds,olive oil,salt,whole garlic",86.05,4.58,0.61,9.31,3.32,2,202.88,2.52,1.33,0.72,0.09,37.97,0.07,232.77,0.44,16.49,0,0.34,1.96,1.96,2335.59,99.5,0
107,The Perfect Caesar Salad,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/107-556x370.jpg,1,89,17.16,33.06,49.78,salad,"anchovies,cloves garlic,coarse salt,coarse salt,crusty bread,dijon mustard,egg yolks,fresh flat-leaf parsley,garlic,lemon juice,olive oil,parmesan cheese,romaine lettuce",1045.33,39.41,10.78,133.55,13.2,209.65,2007.21,46.03,12.41,14.45,1.19,696.24,1.37,1923.01,4.71,165.37,0.74,2.3,4.79,18.2,55174.72,35.24,0
109,Bittermelon With Pork Andbean ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/109-556x370.jpg,7,27,24.28,63.09,12.63,"lunch,main_dish,dinner","anchovies,bitter melon,bean ,garlic,ground pork,mirin,miso,sugar",709.25,49.49,17.93,22.29,11.97,163.89,1576.47,42.84,10.43,3.24,0.59,59.78,1.71,954.73,5.94,62.94,1.6,1.76,0,4.68,459.9,80.64,1.7
110,Roasted Cauliflower With Lemon And Anchovies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/110-556x370.jpg,1,36,7.02,72.58,20.4,snack,"anchovy,cauliflower,garlic,lemon zest,olive oil,salt and pepper,seasoned breadcrumbs,water",342.52,28.52,4.11,18.03,3.65,3.75,252.17,6.21,2.51,1.72,0.17,72.67,0.22,494.93,0.73,31.72,0.09,1.1,4.07,3.72,0,71.13,0
111,Little Gem Lettuce With House Caesar Dressing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/111-556x370.jpg,12,100,8.49,65.13,26.38,"lunch,main_dish,dinner","baguette,bell pepper,champagne vinegar,dijon mustard,extra virgin olive oil,juice of lemon,olive oil,parmesan cheese,romaine lettuce,sea salt,whole garlic,worcestershire ",810.28,61.37,9.66,55.94,14.22,5.67,693.98,17.99,5.25,10.28,0.78,423.13,0.86,2329.69,2.76,144.34,0.1,1.67,10.32,20.4,75101.38,137.56,0
112,Challenging Misconceptions: Potato Pizza – A cooking blog - Kitchenist,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/112-556x370.jpg,1,16,16.85,41.49,41.66,"lunch,main_dish,dinner","anchovy,basil,egg,mozzarella cheese,olive oil,oregano,plain flour,potato,potatoes,summer squash,tomatoes,butter",371.77,17.36,8.3,39.22,2.89,81.44,234.27,15.87,3.95,6.04,0.34,225.52,0.27,828.64,1.92,55.1,0.85,0.82,1.38,4.99,1266.28,27.4,0
113,Broccoflower with Anchovies and Garlic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://spoonacular.com/recipeImages/113-556x370.jpg,0,28,9.98,75.23,14.79,snack,"canned anchovies,fresh parsley,garlic cloves,golden raisins,olive oil,pine nuts,red pepper flakes",240.99,20.88,2.65,9.24,5.72,13.39,582.79,6.23,3.66,1.62,0.1,50.07,0.05,226.33,1.01,36.97,0.14,0.2,3.32,0.83,214.49,3.72,0
